S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
25.19,25.19,24.88,25.81,12.0,14.0,54.0,40.0,0.07,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.13,24.88,25.81,12.0,14.0,55.0,39.0,0.07,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.75,12.0,14.0,56.0,39.0,0.07,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.13,25.19,24.88,25.81,13.0,14.0,59.0,41.0,0.07,0.05,0.06,0.11,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.75,13.0,15.0,59.0,43.0,0.07,0.05,0.05,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.75,13.0,15.0,59.0,43.0,0.08,0.05,0.06,0.11,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.81,14.0,15.0,60.0,43.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.75,14.0,15.0,60.0,43.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.81,13.0,14.0,59.0,43.0,0.09,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.75,13.0,15.0,59.0,42.0,0.08,0.04,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.75,13.0,14.0,59.0,42.0,0.08,0.04,0.06,0.11,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.75,13.0,15.0,59.0,41.0,0.07,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.81,14.0,16.0,63.0,44.0,0.07,0.05,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.81,14.0,15.0,63.0,45.0,0.12,0.09,0.1,0.09,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.81,14.0,14.0,60.0,44.0,0.09,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.75,13.0,14.0,59.0,42.0,0.08,0.04,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.75,13.0,14.0,57.0,41.0,0.08,0.04,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.81,12.0,14.0,54.0,39.0,0.07,0.05,0.07,0.09,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,12.0,14.0,54.0,39.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,12.0,14.0,54.0,39.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.13,25.19,24.94,25.81,12.0,14.0,56.0,39.0,0.07,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.75,12.0,14.0,57.0,40.0,0.08,0.05,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.75,13.0,14.0,59.0,41.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.75,13.0,15.0,59.0,42.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.69,13.0,14.0,59.0,42.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.75,13.0,14.0,57.0,41.0,0.07,0.05,0.05,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.75,12.0,14.0,56.0,40.0,0.12,0.1,0.11,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.81,12.0,14.0,56.0,40.0,0.08,0.04,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.75,13.0,14.0,57.0,40.0,0.08,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.81,13.0,14.0,57.0,41.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.75,13.0,14.0,56.0,40.0,0.08,0.04,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,12.0,14.0,54.0,40.0,0.07,0.05,0.06,0.11,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.75,12.0,14.0,54.0,38.0,0.08,0.04,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.75,12.0,14.0,54.0,38.0,0.08,0.06,0.05,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.75,12.0,14.0,55.0,39.0,0.08,0.04,0.05,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.75,14.0,15.0,62.0,44.0,0.07,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.81,13.0,14.0,59.0,43.0,0.08,0.07,0.07,0.09,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.88,13.0,14.0,58.0,41.0,0.07,0.04,0.05,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,12.0,14.0,56.0,40.0,0.08,0.05,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.19,24.94,25.81,12.0,14.0,55.0,40.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.88,12.0,14.0,55.0,40.0,0.08,0.05,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,12.0,14.0,55.0,40.0,0.08,0.09,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.19,24.88,25.81,12.0,14.0,56.0,40.0,0.1,0.05,0.1,0.09,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,13.0,14.0,57.0,41.0,0.08,0.12,0.08,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.19,24.94,25.75,13.0,14.0,58.0,41.0,0.15,0.05,0.11,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.19,24.94,25.81,14.0,16.0,62.0,43.0,0.08,0.05,0.07,0.09,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,14.0,16.0,62.0,45.0,0.08,0.07,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,14.0,16.0,63.0,44.0,0.07,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.81,14.0,17.0,66.0,47.0,0.08,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,14.0,16.0,65.0,46.0,0.07,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.81,14.0,16.0,64.0,45.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.88,14.0,15.0,62.0,45.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,13.0,15.0,59.0,44.0,0.07,0.04,0.05,0.09,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.88,14.0,15.0,60.0,43.0,0.07,0.06,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.88,14.0,15.0,60.0,43.0,0.07,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,13.0,14.0,59.0,43.0,0.08,0.05,0.05,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,13.0,14.0,57.0,41.0,0.07,0.04,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,13.0,14.0,57.0,40.0,0.08,0.05,0.05,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.88,25.81,13.0,14.0,57.0,40.0,0.08,0.05,0.05,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,13.0,15.0,59.0,41.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.75,14.0,16.0,61.0,43.0,0.08,0.06,0.07,0.09,355.0,0.0,0.0,0.0,0.0
25.19,25.25,25.0,25.81,14.0,15.0,60.0,44.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,25.0,25.81,14.0,15.0,62.0,44.0,0.07,0.05,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,14.0,16.0,62.0,44.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,15.0,17.0,66.0,46.0,0.08,0.04,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,14.0,17.0,66.0,47.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,25.0,25.75,15.0,17.0,68.0,49.0,0.07,0.06,0.05,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,14.0,16.0,64.0,46.0,0.08,0.04,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.81,14.0,16.0,61.0,44.0,0.07,0.04,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,25.0,25.88,14.0,17.0,65.0,45.0,0.08,0.05,0.07,0.11,355.0,0.0,0.0,0.0,0.0
25.19,25.19,25.0,25.88,14.0,17.0,65.0,47.0,0.07,0.05,0.06,0.11,355.0,0.0,0.0,0.0,0.0
25.19,25.19,25.0,25.88,14.0,17.0,65.0,46.0,0.09,0.08,0.1,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,25.0,25.88,14.0,16.0,64.0,46.0,0.13,0.05,0.14,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,25.0,25.94,14.0,16.0,65.0,45.0,0.09,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,25.0,25.88,14.0,16.0,62.0,44.0,0.08,0.05,0.06,0.11,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.88,14.0,17.0,64.0,45.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.19,25.0,25.88,16.0,18.0,70.0,49.0,0.08,0.06,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.19,24.94,25.88,15.0,18.0,69.0,49.0,0.09,0.06,0.1,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.19,25.0,25.81,15.0,18.0,69.0,49.0,0.11,0.08,0.13,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,25.0,25.88,15.0,17.0,67.0,48.0,0.11,0.05,0.12,0.13,355.0,0.0,0.0,0.0,0.0
25.19,25.19,24.94,25.88,15.0,17.0,67.0,47.0,0.08,0.05,0.06,0.08,355.0,0.0,0.0,0.0,0.0
25.25,25.19,25.0,25.88,15.0,18.0,67.0,47.0,0.07,0.05,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,25.0,25.88,16.0,19.0,70.0,49.0,0.08,0.04,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,25.0,25.81,15.0,18.0,70.0,50.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,25.0,25.81,15.0,17.0,67.0,49.0,0.08,0.05,0.06,0.11,355.0,0.0,0.0,0.0,0.0
25.19,25.19,25.0,25.88,14.0,17.0,65.0,47.0,0.07,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.19,25.0,25.81,14.0,17.0,67.0,48.0,0.08,0.05,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.81,14.0,17.0,65.0,46.0,0.08,0.04,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.25,25.0,25.81,14.0,16.0,61.0,45.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.19,25.0,25.81,14.0,16.0,61.0,43.0,0.08,0.05,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.19,25.0,25.88,15.0,18.0,67.0,46.0,0.08,0.06,0.08,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.19,25.0,25.88,15.0,18.0,69.0,48.0,0.14,0.1,0.07,0.11,355.0,0.0,0.0,0.0,0.0
25.25,25.19,25.0,25.88,15.0,17.0,68.0,49.0,0.08,0.05,0.16,0.11,355.0,0.0,0.0,0.0,0.0
25.19,25.19,25.0,25.88,15.0,18.0,68.0,48.0,0.08,0.08,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,24.94,25.88,14.0,16.0,65.0,47.0,0.12,0.05,0.13,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.81,14.0,17.0,64.0,45.0,0.09,0.05,0.06,0.11,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.81,14.0,17.0,64.0,45.0,0.09,0.06,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.88,15.0,18.0,68.0,48.0,0.08,0.06,0.07,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.88,16.0,20.0,73.0,51.0,0.09,0.07,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,25.0,25.81,16.0,19.0,71.0,52.0,0.08,0.09,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.25,25.0,25.81,17.0,20.0,73.0,51.0,0.14,0.13,0.19,0.14,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.81,17.0,20.0,75.0,53.0,0.12,0.09,0.19,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.81,17.0,20.0,75.0,54.0,0.09,0.04,0.09,0.12,355.0,0.0,0.0,0.0,0.0
25.19,25.19,25.0,25.81,17.0,20.0,75.0,53.0,0.08,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.19,25.0,25.81,17.0,20.0,75.0,53.0,0.08,0.06,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.19,25.0,25.81,16.0,20.0,71.0,51.0,0.07,0.04,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.81,17.0,20.0,73.0,53.0,0.08,0.05,0.06,0.11,355.0,0.0,0.0,0.0,0.0
25.25,25.19,25.0,25.81,17.0,20.0,74.0,53.0,0.08,0.05,0.06,0.11,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.81,17.0,20.0,75.0,54.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.81,17.0,20.0,75.0,53.0,0.07,0.05,0.08,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.81,17.0,20.0,75.0,52.0,0.07,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.75,17.0,20.0,73.0,53.0,0.07,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.81,16.0,19.0,71.0,51.0,0.07,0.04,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.75,16.0,19.0,71.0,50.0,0.08,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.81,17.0,20.0,73.0,51.0,0.08,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.81,17.0,20.0,75.0,53.0,0.13,0.07,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.88,17.0,20.0,75.0,54.0,0.15,0.09,0.14,0.13,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.88,18.0,20.0,78.0,55.0,0.1,0.06,0.1,0.11,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.81,17.0,20.0,76.0,54.0,0.07,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.88,18.0,20.0,76.0,54.0,0.08,0.06,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.88,17.0,20.0,76.0,54.0,0.09,0.05,0.09,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.81,17.0,20.0,76.0,54.0,0.1,0.07,0.1,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.0,25.81,17.0,20.0,75.0,54.0,0.08,0.05,0.08,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.88,17.0,20.0,73.0,53.0,0.08,0.06,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.88,18.0,20.0,77.0,54.0,0.08,0.06,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.81,17.0,20.0,75.0,54.0,0.08,0.05,0.05,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.88,18.0,20.0,76.0,54.0,0.08,0.06,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.88,17.0,20.0,74.0,53.0,0.08,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.88,16.0,19.0,74.0,53.0,0.08,0.06,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.88,17.0,20.0,75.0,53.0,0.07,0.04,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.81,16.0,19.0,73.0,53.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.81,16.0,19.0,70.0,50.0,0.1,0.05,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.25,25.06,25.88,16.0,19.0,71.0,51.0,0.08,0.05,0.07,0.11,355.0,0.0,0.0,0.0,0.0
25.19,25.25,25.06,25.88,16.0,18.0,70.0,50.0,0.08,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.19,25.25,25.06,25.88,15.0,18.0,69.0,49.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.88,15.0,18.0,70.0,49.0,0.07,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.25,25.06,25.81,15.0,18.0,69.0,49.0,0.07,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.81,15.0,18.0,68.0,49.0,0.09,0.04,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.81,15.0,18.0,68.0,49.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.25,25.06,25.88,15.0,19.0,68.0,49.0,0.09,0.06,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.88,15.0,18.0,70.0,49.0,0.07,0.04,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.25,25.06,26.0,16.0,19.0,70.0,49.0,0.08,0.06,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.19,25.25,25.06,25.88,17.0,20.0,73.0,53.0,0.07,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.88,16.0,19.0,72.0,52.0,0.07,0.06,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.88,16.0,20.0,72.0,52.0,0.07,0.05,0.05,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.88,17.0,20.0,74.0,53.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.88,17.0,20.0,75.0,53.0,0.08,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.88,17.0,20.0,75.0,54.0,0.08,0.07,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.88,17.0,20.0,75.0,54.0,0.09,0.05,0.07,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.88,17.0,20.0,75.0,54.0,0.08,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.88,17.0,20.0,75.0,54.0,0.07,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.88,17.0,20.0,74.0,53.0,0.08,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.88,17.0,20.0,74.0,53.0,0.07,0.06,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.06,25.88,17.0,20.0,74.0,53.0,0.07,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.88,17.0,20.0,75.0,54.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.94,17.0,20.0,75.0,54.0,0.08,0.04,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.88,17.0,20.0,75.0,53.0,0.07,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.31,25.25,25.13,25.88,17.0,20.0,73.0,53.0,0.08,0.04,0.06,0.11,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.88,16.0,20.0,73.0,52.0,0.08,0.04,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.88,16.0,19.0,71.0,51.0,0.1,0.07,0.09,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.13,25.88,16.0,20.0,72.0,51.0,0.1,0.07,0.12,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.88,17.0,20.0,74.0,53.0,0.09,0.06,0.08,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.13,25.88,17.0,20.0,74.0,53.0,0.08,0.06,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.94,17.0,20.0,74.0,53.0,0.08,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.88,16.0,20.0,72.0,52.0,0.08,0.04,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.13,25.94,17.0,20.0,73.0,52.0,0.08,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.88,17.0,20.0,73.0,53.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.88,16.0,20.0,73.0,52.0,0.08,0.07,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.88,17.0,20.0,73.0,52.0,0.07,0.06,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.13,25.88,17.0,20.0,73.0,53.0,0.08,0.05,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.13,25.88,17.0,20.0,73.0,53.0,0.07,0.05,0.06,0.11,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.88,16.0,20.0,73.0,52.0,0.07,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.13,25.88,16.0,19.0,71.0,51.0,0.07,0.05,0.06,0.11,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.88,16.0,19.0,70.0,50.0,0.08,0.06,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.31,25.31,25.13,25.88,16.0,19.0,71.0,51.0,0.07,0.06,0.08,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.88,16.0,19.0,71.0,51.0,0.08,0.06,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.13,25.88,16.0,19.0,70.0,50.0,0.07,0.05,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.31,25.31,25.13,25.88,16.0,19.0,70.0,50.0,0.07,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.31,25.25,25.13,25.88,16.0,19.0,70.0,50.0,0.08,0.04,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.13,25.94,16.0,20.0,70.0,50.0,0.07,0.05,0.05,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.13,25.88,16.0,20.0,71.0,51.0,0.08,0.05,0.06,0.11,355.0,0.0,0.0,0.0,0.0
25.31,25.31,25.13,25.88,17.0,20.0,74.0,53.0,0.08,0.06,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.13,25.88,17.0,20.0,74.0,53.0,0.07,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.31,25.31,25.13,25.88,17.0,20.0,73.0,53.0,0.07,0.05,0.05,0.1,355.0,0.0,0.0,0.0,0.0
25.31,25.25,25.13,25.94,17.0,20.0,73.0,53.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.31,25.25,25.19,25.94,17.0,20.0,73.0,53.0,0.09,0.13,0.12,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.13,25.88,17.0,20.0,74.0,53.0,0.08,0.06,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.13,25.88,16.0,20.0,72.0,52.0,0.08,0.07,0.06,0.11,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.13,25.88,16.0,20.0,72.0,52.0,0.08,0.06,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.13,25.88,17.0,20.0,73.0,53.0,0.07,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.13,25.88,17.0,20.0,73.0,53.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.25,25.13,25.88,16.0,20.0,72.0,52.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.13,25.88,16.0,20.0,71.0,51.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.31,25.31,25.13,25.88,17.0,20.0,71.0,51.0,0.08,0.06,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.13,25.88,17.0,20.0,74.0,53.0,0.08,0.05,0.08,0.09,355.0,0.0,0.0,0.0,0.0
25.31,25.31,25.13,25.88,17.0,20.0,74.0,53.0,0.08,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.31,25.31,25.13,25.88,17.0,20.0,75.0,53.0,0.07,0.07,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.31,25.25,25.19,25.88,17.0,20.0,75.0,54.0,0.09,0.04,0.08,0.1,355.0,0.0,0.0,0.0,0.0
25.31,25.31,25.13,25.88,17.0,20.0,75.0,54.0,0.07,0.05,0.06,0.09,355.0,0.0,0.0,0.0,0.0
25.31,25.31,25.13,25.88,17.0,20.0,75.0,54.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.31,25.31,25.19,25.94,17.0,20.0,75.0,54.0,0.08,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.19,25.88,17.0,20.0,74.0,53.0,0.07,0.05,0.07,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.19,25.94,17.0,20.0,73.0,53.0,0.08,0.06,0.06,0.1,355.0,0.0,0.0,0.0,0.0
25.25,25.31,25.19,25.94,17.0,20.0,73.0,53.0,0.07,0.05,0.06,0.1,355.0,0.0,0.0,0.0,0.0
